//资源出处，网络收集，所有内容仅自己供学习使用，请勿商业用途!
//

📡永久免费👉公告,#genre#
荆门教育频道,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
三明一套新闻综合频道,http://stream.smntv.cn/smtv1/sd/live.m3u8
三明二套公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8
漳州一套新闻综合频道,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
垫江综合频道,http://125.62.24.185:80/1.m3u8
邯郸新闻综合频道,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
邯郸公共频道,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
邯郸科教频道,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
沧州电视台一套,http://czlive.czgd.tv:85/live/xnyt.m3u8
沧州电视台二套,http://czlive.czgd.tv:85/live/xnet.m3u8
沧州电视台三套,http://czlive.czgd.tv:85/live/xnst.m3u8
张家口一套新闻综合频道,http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8
张家口二套公共频道,http://nlive.zjkgdcs.com:8091/live/zjktv2.m3u8
延边一套新闻综合频道,https://live.ybtvyun.com/video/s10006-ff4eb5dba33d/index.m3u8
延边二套汉语综合频道,https://live.ybtvyun.com/video/s10006-e9c6f9e4d53b/index.m3u8
广西国际频道,https://mobilelive.gxtv.cn/live/nn_live1009/playlist.m3u8
广西乐思购频道,https://mobilelive.gxtv.cn/live/nn_live1002/playlist.m3u8
南宁新闻综合频道,http://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁都市生活频道,http://hls.nntv.cn/nnlive/WLSH_24.m3u8
南宁影视娱乐频道,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
南宁公共频道,http://hls.nntv.cn/nnlive/GGPD_24.m3u8
宾阳电视台,https://live.gxrb.com.cn/gx/binyang/index.m3u8
贺州电视台综合频道,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
凌云电视台,https://live.gxrb.com.cn/gx/lingyun/index.m3u8
梧州新闻综合频道,http://live.wzrtv.cn:80/xwzh1/sd/live.m3u8
梧州公共频道,http://live.wzrtv.cn:80/ggpd1/sd/live.m3u8
梧州教育生活频道,http://live.wzrtv.cn:80/jysh1/sd/live.m3u8
北海新闻综合频道,https://live.gxrb.com.cn/gx/beihai/index.m3u8
运城二套公共频道,http://live.0359tv.com/lsdream/t667aTY/live.m3u8
运城三套科教频道,http://live.0359tv.com/lsdream/p5eq48m/live.m3u8
延安一套新闻综合频道,http://lives.cloud.yanews.cn/video/s10001-YATV-2/index.m3u8
延安二套公共频道,http://lives.cloud.yanews.cn/video/s10001-YATV-1/index.m3u8
宁夏公共频道,https://hls.ningxiahuangheyun.com/live/nxgg1M.m3u8
宁夏经济频道,https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8
宁夏少儿频道,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8
宁夏电视台影视频道,https://hls.ningxiahuangheyun.com/live/nxwl1M.m3u8
鄂托克旗电视台,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8
青海经视频道,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=ff654b821723269621
青海都市频道,http://stream.qhbtv.com/qhds/sd/live.m3u8?_upt=090031351723269590
西宁新闻综合频道,https://liveout.xntv.tv/a65jur/96iln2.m3u8
西宁生活服务频道,https://liveout.xntv.tv/a65jur/90p2i1.m3u8


▶️┃电影频道,#genre#
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
明珠体育,http://live.dxms.top/dwy/mzty.php
明珠生活,http://live.dxms.top/dwy/mzsh.php
明珠影视,http://live.dxms.top/dwy/mzys.php
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
冰冰经典,http://159.75.85.63:35455/douyu/74374
星爷影院,http://159.75.85.63:35455/douyu/508118
怡寶影院,http://159.75.85.63:35455/douyu/434971
小黛兮影,http://159.75.85.63:35455/douyu/11553944
萌小鬼片,http://159.75.85.63:35455/douyu/3928
神乐影剧,http://159.75.85.63:35455/douyu/122402
可乐影院,http://159.75.85.63:35455/douyu/20415
小宇60帧,http://159.75.85.63:35455/douyu/323876
恐怖惊悚,http://159.75.85.63:35455/douyu/96577
恐怖惊悚,http://maomao.kandiantv.cn/douyu1.php?id=96577
電影劇場,http://159.75.85.63:35455/douyu/7575350
豆瓣高分,http://159.75.85.63:35455/douyu/8770422
豆瓣高分,http://maomao.kandiantv.cn/douyu1.php?id=8770422
漫威剧情,http://159.75.85.63:35455/douyu/6140589
漫威剧情,http://maomao.kandiantv.cn/douyu1.php?id=6140589
霍格沃茨,http://159.75.85.63:35455/douyu/8814650
霍格沃茨,http://maomao.kandiantv.cn/douyu1.php?id=8814650
喜剧电影,http://159.75.85.63:35455/douyu/9292492
欧美大片,http://159.75.85.63:35455/douyu/2793084
欧美大片,http://maomao.kandiantv.cn/douyu1.php?id=2793084
贝爷MAX,http://159.75.85.63:35455/douyu/4332
贝爷影厅,http://159.75.85.63:35455/douyu/252802
贝爷影厅,http://maomao.kandiantv.cn/douyu1.php?id=252802
青春动漫,http://118.114.33.19:4022/udp/239.93.0.146:5140
华语影院,http://118.114.33.19:4022/udp/239.93.42.86:5140
星光院线,http://118.114.33.19:4022/udp/239.93.42.87:5140
全球大片,http://118.114.33.19:4022/udp/239.93.42.90:5140
热门剧场,http://118.114.33.19:4022/udp/239.93.42.88:5140
港剧风云,http://118.114.33.19:4022/udp/239.93.0.143:5140
谍战剧场,http://118.114.33.19:4022/udp/239.93.42.91:5140
谍战剧场,http://wouu.net:9977/udp/239.93.0.95:5140
爱怀旧,http://118.114.33.19:4022/udp/239.93.42.21:5140
爱喜剧,http://118.114.33.19:4022/udp/239.93.42.9:5140
爱奇谈,http://118.114.33.19:4022/udp/239.93.42.22:5140
爱科幻,http://118.114.33.19:4022/udp/239.93.42.10:5140
都市剧场,http://218.80.79.205:4022/udp/239.45.3.136:5140
都市剧场,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227204/1.m3u8
都市剧场,http://124.205.11.247/lunbo/dushijuchang/index.m3u8?
爱谍战,http://118.114.33.19:4022/udp/239.93.42.14:5140
爱经典,http://118.114.33.19:4022/udp/239.93.42.13:5140
爱动漫,http://118.114.33.19:4022/udp/239.93.42.23:5140
爱电竞,http://118.114.33.19:4022/udp/239.93.42.19:5140
爱电竞,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000054/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-
id=hnbblive&Contentid=2000000004000000054&IASHttpSessionId=OTT19019320240419154124000281
爱电竞,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000054
欢笑剧场,http://218.80.79.205:4022/udp/239.45.3.196:5140
欢笑剧场,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227145/1.m3u8
动漫秀场,http://218.80.79.205:4022/udp/239.45.3.134:5140
动漫秀场,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227071/1.m3u8
武城影视,http://home.oxtv.top:5066/udp/239.21.1.240:5002
烟台影视,http://home.oxtv.top:5066/udp/239.21.1.204:5002
烟台影视,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
烟台影视,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129.m3u8
七彩戏剧,http://218.80.79.205:4022/udp/239.45.0.16:5140
古装剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225663/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
古装剧场,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225880/1.m3u8
古装剧场,http://39.134.65.73/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
古装剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/1.m3u8
古装剧场,http://124.205.11.245/lunbo/guzhuangjuchang/index.m3u8?
家庭剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225677/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
家庭剧场,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225882/1.m3u8
家庭剧场,http://39.134.65.3/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225669/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
爱情喜剧,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225877/1.m3u8
爱情喜剧,http://39.134.65.82/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/1.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225742/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
欢乐剧场,http://39.135.135.28/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8$可回放
热播精选,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225671/index.m3u8
热播精选,http://39.135.133.157/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8?
潮妈辣婆,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225685/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
潮妈辣婆,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226107/1.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225741/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
东北热剧,http://39.134.65.74/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225743/index.m3u8
黑莓电影,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225891/1.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影,http://39.135.133.138/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8?
超级电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225717/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电影,http://39.134.65.3/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225716/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电视剧,http://39.135.133.156/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8?
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/1.m3u8
明星大片,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225664/index.m3u8
明星大片,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225893/1.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225681/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
中国功夫,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225896/1.m3u8
中国功夫,http://39.134.65.62/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225661/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
动作电影,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225879/1.m3u8
动作电影,http://39.135.133.167/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
动作电影,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
动作电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/1.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225665/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
惊悚悬疑,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225885/1.m3u8
惊悚悬疑,http://39.134.65.89/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226398/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226472/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
CHC家庭影院,http://58.19.38.162:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://118.114.33.19:4022/udp/239.93.42.6:5140
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8
CHC家庭影院,http://ik6.iptv8.net:8888/udp/225.1.4.209:1262
CHC家庭影院,http://php.jdshipin.com:8880/cqyx.php?id=chcjtyyhd
CHC动作电影,http://58.19.38.162:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://118.114.33.19:4022/udp/239.93.42.7:5140
CHC动作电影,http://119.98.95.1:4022/udp/239.69.1.242:11094
CHC动作电影,https://epg.pw/stream/a9e49885cb3e631c34781283c45119db7bc5431c547d78b748880c9f3952fc04.m3u8
CHC动作电影,http://61.162.52.6:8088/newlive/live/hls/61/live.m3u8
CHC动作电影,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
CHC影迷电影,http://58.19.38.162:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
CHC影迷电影,http://118.114.33.19:4022/udp/239.93.42.5:5140
CHC影迷电影,http://117.9.24.19:8686/udp/225.1.1.214:5002
CHC影迷电影,http://php.jdshipin.com:8880/cqyx.php?id=chcgqdyhd
CHC家庭电影,http://119.98.95.1:4022/udp/239.69.1.243:11100
CHC华诚影视,http://120.76.248.139/live/bfgd/4200000289.m3u8
广西影视,http://171.107.72.19:4000/udp/239.81.0.250:4056
哈哈炫动,http://218.80.79.205:4022/udp/239.45.1.55:5140
黑莓动画,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225662/index.m3u8
黑莓动画,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225878/1.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225662/1.m3u8
北京淘电影,http://123.114.19.80:4000/rtp/239.3.1.250:8001
黑龙江影视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226298/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江影视,http://39.135.133.163/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8?
CHC影迷电影,http://61.162.52.6:8088/newlive/live/hls/62/live.m3u8
大吉大利代,https://pull.kktv8.com/livekktv/128600025.flv
周星驰,http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu_2000.m3u8
三号影厅,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-
电视剧3,http://zby.xjqxz.top/gzdsj1/live.m3u8
新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
电影剧场,http://maomao.kandiantv.cn/douyu1.php?id=7575350
新昌影视,https://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
星光电影,http://live.dxms.top/dwy/xgzht.php
经典喜剧,http://live.dxms.top/dwy/jdxj.php
经典喜剧,http://live.dxms.top:80/dwy/jdxj.php
经典喜剧,http://live.dxms.top/dwy/jdxj1.php
电视剧4,http://zby.xjqxz.top/gzdsj2/live.m3u8
经典三国,http://live.dxms.top:80/dwy/jdsg.php
经典三国,http://live.dxms.top/dwy/jdsg.php
经典三国,http://live.dxms.top/dwy/jdsg1.php
咪咕体育68,http://39.135.137.208/000000001000/3000000010000006658/index.m3u8
NEWTV爱情喜剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010000/1.m3u8
NEWTV爱情喜剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NEWTV爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
电视剧7,http://zby.xjqxz.top/gzdsj5/live.m3u8
永清影视,http://60.10.203.69:8000/4.m3u8
电视剧8,http://zby.xjqxz.top/kzzypd/live.m3u8
双滦电影,https://jwcdnqx.hebyun.com.cn/live/slys/1500k/tzwj_video.m3u8
咪咕体育66,http://39.135.137.205/000000001000/3000000010000021904/index.m3u8
4KU,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010006/1.m3u8
爱青春,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000041/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-
id=hnbblive&Contentid=2000000004000000041&IASHttpSessionId=OTT19019320240419154124000281
爱青春,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000041
乐游频道,http://[2409:8087:5e08:24::6]:6610/000000001000/5000000011000031112/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-
id=bestzb&Contentid=5000000011000031112&IASHttpSessionId=OTT2284820240414160458001436
法治天地,http://[2409:8087:5e08:24::6]:6610/000000001000/9001547084732463424/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-
id=bestzb&Contentid=9001547084732463424&IASHttpSessionId=OTT2283920240414160458001367
游戏风云,http://[2409:8087:5e08:24::12]:6610/000000001000/5000000011000031114/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-
id=bestzb&Contentid=5000000011000031114&IASHttpSessionId=OTT19022020240414160458000182
魅力足球,http://[2409:8087:5e08:24::6]:6610/000000001000/5000000011000031207/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-
id=bestzb&Contentid=5000000011000031207&IASHttpSessionId=OTT2284820240414160458001435
炫动3D,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-
id=hnbblive&Contentid=2000000004000000012&IASHttpSessionId=OTT19019320240419154124000281
淮安影视,http://live1.habctv.com/ysylsl/playlist.m3u8
咪咕体育72,http://39.135.137.208/000000001000/3000000010000005180/index.m3u8
NEWTV东北热剧,http://[2409:8087:1a0b:df::4017]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NEWTV东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8$可回放
NEWTV东北热剧,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NEWTV东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
咪咕体育63,http://39.135.137.208/000000001000/3000000010000023434/index.m3u8
NEWTV欢乐剧场,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NEWTV欢乐剧场,http://[2409:8087:1a0b:df::4017]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NEWTV欢乐剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NEWTV欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NEWTV欢乐剧场,http://39.134.65.179/PLTV/88888888/224/3221225525/1.m3u8
咪咕体育64,http://39.135.137.203/000000001000/3000000010000003915/index.m3u8
咪咕体育59,http://39.135.137.205/000000001000/3000000010000002809/index.m3u8
NEWTV海外剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NEWTV海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NEWTV海外剧场,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
回忆影院,http://live.dxms.top/dwy/hyyy.php
咪咕体育57,http://39.135.137.203/000000001000/3000000010000027691/index.m3u8
NEWTV超级体育,http://[2409:8087:1a0b:df::4017]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NEWTV超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NEWTV超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NEWTV超级体育,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NEWTV超级体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225715/index.m3u8?世界杯WorldCup
NEWTV超级体育,http://39.134.65.166/PLTV/88888888/224/3221225526/1.m3u8
咪咕体育67,http://39.135.137.207/000000001000/3000000010000011297/index.m3u8
咪咕体育70,http://39.135.137.203/000000001000/3000000010000025380/index.m3u8
咪咕体育61,http://39.135.137.205/000000001000/3000000010000006077/index.m3u8
咪咕体育61,http://39.135.137.206/000000001000/3000000010000000097/index.m3u8
咪咕体育62,http://39.135.137.203/000000001000/3000000010000012558/index.m3u8
NEWTV军旅剧场,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NEWTV军旅剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NEWTV军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NEWTV军旅剧场,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NEWTV军旅剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NEWTV军旅剧场,http://39.134.65.164/PLTV/88888888/224/3221225560/1.m3u8
NEWTV军旅剧场,http://39.134.65.164/PLTV/88888888/224/3221225644/1.m3u8
NEWTV军旅剧场,http://39.134.65.173/PLTV/88888888/224/3221225644/1.m3u8
NEWTV军旅剧场,http://39.134.65.175/PLTV/88888888/224/3221225644/1.m3u8
NEWTV军旅剧场,http://39.134.65.179/PLTV/88888888/224/3221225644/1.m3u8
咪咕体育58,http://39.135.137.203/000000001000/3000000010000015560/index.m3u8
NEWTV明星大片,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NEWTV明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NEWTV明星大片,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NEWTV明星大片,http://39.134.65.173/PLTV/88888888/224/3221225682/1.m3u8
NEWTV明星大片,http://39.134.65.164/PLTV/88888888/224/3221225637/1.m3u8
NEWTV明星大片,http://39.134.65.166/PLTV/88888888/224/3221225682/1.m3u8
NEWTV明星大片,http://39.134.65.175/PLTV/88888888/224/3221225682/1.m3u8
NEWTV明星大片,http://39.134.65.179/PLTV/88888888/224/3221225682/1.m3u8
新闻频道,http://live.dxms.top/dwy/news.php
NEWTV惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NEWTV惊悚悬疑,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NEWTV惊悚悬疑,http://39.134.65.166/PLTV/88888888/224/3221225525/1.m3u8
NEWTV惊悚悬疑,http://39.134.65.164/PLTV/88888888/224/3221225555/1.m3u8
NEWTV惊悚悬疑,http://39.134.65.175/PLTV/88888888/224/3221225525/1.m3u8
NEWTV惊悚悬疑,http://39.134.65.173/PLTV/88888888/224/3221225525/1.m3u8
NEWTV惊悚悬疑,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NEWTV精品纪录,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NEWTV精品纪录,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NEWTV精品纪录,http://39.134.65.164/PLTV/88888888/224/3221225646/1.m3u8
NEWTV精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
咪咕体育65,http://39.135.137.205/000000001000/3000000010000004193/index.m3u8
咪咕体育69,http://39.135.137.205/000000001000/3000000010000010833/index.m3u8
NEWTV怡伴健康,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NEWTV怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NEWTV怡伴健康,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NEWTV精品萌宠,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NEWTV精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
农业致富,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
影视2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NEWTV超级电视剧,http://[2409:8087:1a0b:df::4017]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NEWTV超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NEWTV超级电视剧,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NEWTV超级电视剧,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8
NEWTV超级电视剧,http://39.134.65.166/PLTV/88888888/224/3221225545/1.m3u8
